time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
21700,2024-03-30 02:26:35,-34.4415233637934,150.842432177834,0.984252,,,61.857610903328,5.905512,0.223694,2.8034121632,7.4633860656,14,4,11.763,62.841862903328,1.968504,0.223694,3.01364182872,-0.223694,0,0.223694,191.5, -4.5, 0.2,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
21800,2024-03-30 02:26:35,-34.441523589411,150.842432151685,0.984252,,,61.857610903328,5.905512,0.223694,2.73235244964,7.5460632336,14,5,11.548,62.841862903328,1.968504,0.223694,3.01364182872,-0.447388,0,0.223694,191.6, -4.4, 0,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
21900,2024-03-30 02:26:35,-34.441523847464,150.842432069382,0.984252,,,61.857610903328,5.905512,0.447388,2.6422901108,7.6434385648,14,5,11.548,62.841862903328,1.968504,0.447388,3.01364182872,-0.447388,0,0,191.6, -3, 0,0,1,1066,1024,1024,1024,6,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22000,2024-03-30 02:26:35,-34.4415241226743,150.842432011877,0.984252,,,61.857610903328,5.905512,0.671082,2.55249352,7.7453086468,14,5,11.548,62.841862903328,1.968504,0.671082,3.01364182872,-0.671082,0,0,191.6, -0.7, 0,0,1,1066,1024,1024,1024,6,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22100,2024-03-30 02:26:35,-34.4415243750245,150.842431957213,0.984252,,,61.857610903328,5.905512,0.671082,2.47060703444,7.8388453952,14,5,11.548,62.841862903328,1.968504,0.671082,3.01364182872,-0.671082,0,0,191.7, 1.4, 0,0,1,1441,1024,1024,1024,63,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22200,2024-03-30 02:26:35,-34.4415245701121,150.842431945194,0.984252,,,61.857610903328,5.905512,0.447388,2.41378944732,7.91010524,14,5,11.548,62.841862903328,1.968504,0.671082,3.01364182872,-0.447388,0,0,191.6, 0, 0.4,0,1,1441,1024,1024,1024,63,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22300,2024-03-30 02:26:35,-34.441524738718,150.842431928446,0.984252,,,61.857610903328,5.905512,0.447388,2.36404863208,7.9718178404,14,5,11.548,62.841862903328,1.968504,0.671082,3.01364182872,-0.447388,0,0,191.8, -4.5, 0.6,0,1,1543,1024,1024,1024,79,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22400,2024-03-30 02:26:36,-34.4415249292231,150.842431933349,0.984252,,,61.857610903328,5.905512,0.671082,2.31339246248,8.04133884,12,4,11.548,62.841862903328,1.968504,0.671082,3.01364182872,-0.671082,0,0,191.6, -9, 0.6,0,1,1570,1024,1024,1024,83,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22500,2024-03-30 02:26:36,-34.4415252460988,150.842431890476,0.984252,,,61.857610903328,6.233596,1.1408394,2.22061686896,8.1576774264,12,4,11.548,62.841862903328,1.968504,1.1408394,3.01364182872,-1.11847,-0.223694,0,191.5, -13.3, 0.3,0,1,1556,1024,1024,1024,81,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22600,2024-03-30 02:26:36,-34.4415257295056,150.842431800023,0.984252,,,61.857610903328,6.233596,1.5882274,2.0781004602,8.3361551224,13,4,11.548,62.841862903328,1.968504,1.5882274,3.01364182872,-1.565858,-0.223694,0,191.6, -15.2, 0.2,0,1,1457,1024,1024,1024,66,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22700,2024-03-30 02:26:36,-34.441526431264,150.842431617364,0.984252,,,61.857610903328,6.233596,2.0356154,1.8699803748,8.5979989628,13,4,11.548,62.841862903328,1.968504,2.0356154,3.01364182872,-2.013246,-0.223694,0,191.6, -14.5, 0.1,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.893,3.892,3.9,0,0,0,8.262,89.42,61.857610903328,0.984252,6,P-GPS,
22800,2024-03-30 02:26:36,-34.4415273427725,150.8424313521,0.984252,,,61.857610903328,6.233596,2.460634,1.6157972958,8.9400265328,14,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,-2.460634,-0.223694,0,191.6, -4.7, 0.2,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
22900,2024-03-30 02:26:36,-34.4415283413441,150.84243103222,0.984252,,,61.857610903328,6.233596,2.23694,1.37324151376,9.3168310068,14,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,-2.23694,-0.223694,0,191.8, 4.5, 0,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23000,2024-03-30 02:26:36,-34.4415292470749,150.842430693391,0.984252,,,61.857610903328,5.905512,2.0356154,1.19943245308,9.6626643512,14,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,-2.013246,-0.223694,0,191.7, 11.4, 0.2,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23100,2024-03-30 02:26:36,-34.4415299423847,150.842430403186,0.984252,,,61.857610903328,5.905512,1.5882274,1.11246066552,9.9309714464,14,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,-1.565858,-0.223694,0,191.7, 12.2, 0.5,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23200,2024-03-30 02:26:36,-34.4415303652134,150.842430119344,0.984252,,,61.857610903328,6.233596,1.1408394,1.05770672676,10.107283788,14,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,-1.11847,-0.223694,0,191.8, 9.1, 0.4,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23300,2024-03-30 02:26:37,-34.4415305960747,150.842429903516,0.984252,,,61.857610903328,6.233596,0.671082,1.02215554452,10.2136486208,14,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,-0.671082,0,0,191.8, 6, 0.3,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23400,2024-03-30 02:26:37,-34.4415306011326,150.842429743046,0.984252,,,61.857610903328,6.233596,0.447388,0.9778871704,10.261975394,14,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,-0.447388,0,0,191.8, 3.8, 0.5,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23500,2024-03-30 02:26:37,-34.4415304838,150.842429671543,0.984252,,,61.857610903328,6.233596,0.223694,0.94243441336,10.309875658,14,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,-0.223694,0,0,191.8, 2.3, 0.6,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23600,2024-03-30 02:26:37,-34.4415302364165,150.842429640016,0.984252,,,61.857610903328,6.233596,0.223694,0.90621065892,10.4006236924,13,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, 1.3, 0.8,0,1,1024,1024,747,1024,0,0,-42,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23700,2024-03-30 02:26:37,-34.4415300291091,150.84242962868,0.984252,,,61.857610903328,5.905512,0.223694,0.88638782364,10.4763454796,13,4,11.526,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0,191.7, 0.4, 1.2,0,1,1024,1024,751,1024,0,0,-41,0,191.7,0,0,97,3.842,3.846,3.877,0,0,0,8.71,89.42,61.857610903328,0.984252,6,P-GPS,
23800,2024-03-30 02:26:37,-34.4415297751109,150.842429682199,0.984252,,,61.857610903328,5.905512,0.223694,0.8907316558,10.5704071624,13,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0.447388,191.8, -0.6, 1.5,0,1,1024,1024,703,1024,0,0,-49,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,61.857610903328,0.984252,6,P-GPS,
23900,2024-03-30 02:26:37,-34.4415295830685,150.842429751227,0.656168,,,61.529526903328,5.905512,0.223694,0.90914372988,10.6435042776,13,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0.671082,191.7, 0, 1.4,0,1,1024,1024,1005,1024,0,0,-3,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,61.529526903328,0.656168,6,P-GPS,
24000,2024-03-30 02:26:37,-34.4415293718203,150.842429886916,0.656168,,,61.529526903328,5.905512,0.223694,0.95350396752,10.7307090048,13,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0.894776,191.8, -0.5, 1.5,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,61.529526903328,0.656168,6,P-GPS,
24100,2024-03-30 02:26:37,-34.4415291867964,150.842430006783,0.328084,,,61.201442903328,5.577428,0.223694,0.99731630488,10.807251002,13,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,1.11847,191.8, -0.8, 1.6,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,61.201442903328,0.328084,6,P-GPS,
24200,2024-03-30 02:26:37,-34.4415290277463,150.842430187811,0.328084,,,61.201442903328,5.577428,0.223694,1.06102037516,10.8868441804,12,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0.671082,191.7, -0.7, 1.3,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,61.201442903328,0.328084,6,P-GPS,
24300,2024-03-30 02:26:37,-34.4415289048248,150.842430325827,0.328084,,,61.201442903328,5.249344,0.223694,1.11110239776,10.9479662296,12,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0.223694,191.6, -1.5, 1.6,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,61.201442903328,0.328084,6,P-GPS,
24400,2024-03-30 02:26:38,-34.4415288290696,150.84243050269,0,,,60.873358903328,5.577428,0.223694,1.16930121852,11.0079399848,12,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0,191.7, -2, 1.9,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,60.873358903328,0,6,P-GPS,
24500,2024-03-30 02:26:38,-34.4415287792588,150.842430605302,0,,,60.873358903328,5.577428,0,1.2036745792,11.0437339492,12,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.9, 1.9,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,60.873358903328,0,6,P-GPS,
24600,2024-03-30 02:26:38,-34.4415288213378,150.842430751564,0,,,60.873358903328,5.249344,0,1.24277234948,11.0903546856,13,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.5, 1.8,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,60.873358903328,0,6,P-GPS,
24700,2024-03-30 02:26:38,-34.4415288878044,150.842430856051,0,,,60.873358903328,5.577428,0,1.26823822956,11.1300528496,13,4,11.612,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.7, -1.3, 1.8,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,9.028,89.42,60.873358903328,0,6,P-GPS,
24800,2024-03-30 02:26:38,-34.4415290272708,150.842430999435,0,,,60.873358903328,5.577428,0,1.30141408364,11.1967851352,13,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.7, -1.3, 2,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
24900,2024-03-30 02:26:38,-34.4415291410372,150.842431082326,0,,,60.873358903328,5.577428,0,1.32017064592,11.2452103336,13,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.7, -1.4, 2,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25000,2024-03-30 02:26:38,-34.4415293236965,150.842431212528,0,,,60.873358903328,5.577428,0,1.35250332412,11.322506924,12,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.7, -1.2, 1.7,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25100,2024-03-30 02:26:38,-34.4415294793334,150.842431305066,0,,,60.873358903328,5.577428,0,1.37733600208,11.3857615192,12,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1.1, 1.4,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25200,2024-03-30 02:26:38,-34.4415297035766,150.842431429475,0,,,60.873358903328,5.577428,0,1.41463587204,11.475722152,12,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.1, 1.2,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25300,2024-03-30 02:26:39,-34.4415299037645,150.842431496807,0,,,60.873358903328,5.577428,0,1.43872051848,11.551509556,12,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,192, -1.1, 1.1,0,1,1024,1024,1024,1024,0,0,0,0,191.7,0,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25400,2024-03-30 02:26:39,-34.4415301582642,150.84243161605,0,,,60.873358903328,5.577428,0,1.4844324622,11.6510502416,12,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.1, 1.1,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-0.1,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25500,2024-03-30 02:26:39,-34.4415303776026,150.842431714652,0,,,60.873358903328,5.577428,0,1.52670936644,11.7364176984,12,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1.2, 1.1,0,1,1024,1024,1024,1024,0,0,0,0,191.8,-3,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25600,2024-03-30 02:26:39,-34.4415306534187,150.842431861244,0,,,60.873358903328,5.249344,0,1.59139768872,11.84629303,12,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1.2, 1,0,1,1024,1024,1024,1024,0,0,0,0,191.8,-8.3,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25700,2024-03-30 02:26:39,-34.4415309100061,150.84243198057,0,,,60.873358903328,5.249344,0,1.6509514964,11.9465555004,12,4,11.655,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1, 1,0,1,1024,1024,1024,1024,0,0,0,0,191.8,-12.2,0,97,3.83,3.83,3.864,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25800,2024-03-30 02:26:39,-34.4415311869035,150.842432131907,0,,,60.873358903328,5.577428,0,1.72586291612,12.0573494672,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,192, -1, 1.2,0,1,1024,1024,1024,1024,0,0,0,0,191.8,-15.7,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
25900,2024-03-30 02:26:39,-34.4415314196342,150.842432241253,0,,,60.873358903328,5.249344,0,1.78671921728,12.1484255856,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1, 1.6,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26000,2024-03-30 02:26:39,-34.4415316682162,150.842432376896,0,,,60.873358903328,5.249344,0,1.85963588628,12.2479006544,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.1, 1.9,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26100,2024-03-30 02:26:39,-34.4415319002238,150.842432482463,0,,,60.873358903328,5.249344,0,1.92413720068,12.3382877964,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1, 1.9,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26200,2024-03-30 02:26:39,-34.4415321393511,150.842432613312,0,,,60.873358903328,5.249344,0,1.99859914532,12.4340227076,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.1, 1.7,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26300,2024-03-30 02:26:39,-34.4415323643694,150.842432719742,0,,,60.873358903328,5.249344,0,2.0658793312,12.52214607,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.2, 1.5,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26400,2024-03-30 02:26:40,-34.441532592902,150.842432825041,0,,,60.873358903328,5.249344,0,2.1350394384,12.6113193012,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.3, 1.3,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26500,2024-03-30 02:26:40,-34.4415328147384,150.842432879043,0,,,60.873358903328,5.249344,0,2.1912894402,12.693898044,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,192, -1.1, 1.1,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26600,2024-03-30 02:26:40,-34.4415330333668,150.842432955937,0,,,60.873358903328,5.249344,0,2.25422907476,12.7769361044,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,192, -1.1, 1,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26700,2024-03-30 02:26:40,-34.4415332454879,150.842433024251,0,,,60.873358903328,5.249344,0,2.314960704,12.8570214088,12,4,11.591,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.1, 1,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.808,3.812,3.858,0,0,0,8.834,89.6,60.873358903328,0,6,P-GPS,
26800,2024-03-30 02:26:40,-34.4415333796782,150.842433065787,0,,,60.873358903328,5.249344,0,2.35356634828,12.9075463448,11,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -1.2, 1,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
26900,2024-03-30 02:26:40,-34.4415334664319,150.842433054732,0,,,60.873358903328,5.249344,0,2.36959325168,12.9393704928,11,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1.3, 0.6,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27000,2024-03-30 02:26:40,-34.44153346964,150.842433014798,0,,,60.873358903328,5.577428,0,2.36065624352,12.951443984,11,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1.6, 0.5,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27100,2024-03-30 02:26:40,-34.4415334901877,150.842432965769,0,,,60.873358903328,5.577428,0,2.35336949788,12.9679794176,11,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1.6, 0.5,0,1,1024,1024,1024,1024,0,0,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27200,2024-03-30 02:26:40,-34.4415334223272,150.842432915637,0,,,60.873358903328,5.577428,0,2.32642395896,12.9969820432,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.7, -1.4, 0.7,0,1,1024,921,1024,1024,0,-16,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27300,2024-03-30 02:26:40,-34.4415333885956,150.84243288598,0,,,60.873358903328,5.577428,0,2.31190624196,13.0121723324,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -1.1, 0.5,0,1,1024,921,1024,1024,0,-16,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27400,2024-03-30 02:26:41,-34.4415333016888,150.842432845685,0,,,60.873358903328,5.249344,0,2.28329075548,13.0461290264,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -0.7, 0.4,0,1,1024,810,1024,1024,0,-32,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27500,2024-03-30 02:26:41,-34.4415332888338,150.842432812306,0,,,60.873358903328,5.249344,0,2.27242133256,13.0572182656,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -0.5, 0.3,0,1,1024,795,1024,1024,0,-35,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27600,2024-03-30 02:26:41,-34.4415331986962,150.842432794974,0,,,60.873358903328,5.249344,0,2.24884849716,13.0905187916,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.9, -0.6, 0.4,0,1,1024,795,1024,1024,0,-35,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27700,2024-03-30 02:26:41,-34.4415331375286,150.84243279676,0,,,60.873358903328,5.249344,0,2.2363189692,13.1128285036,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.8, -0.6, -0.3,0,1,1024,776,1024,1024,0,-38,0,0,191.7,-17,0,97,3.834,3.833,3.867,0,0,0,8.556,89.78,60.873358903328,0,6,P-GPS,
27800,2024-03-30 02:26:41,-34.4415330413299,150.84243281417,0,,,60.873358903328,5.577428,0,2.22054797132,13.1483271924,11,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.6, -0.7, -0.6,0,1,1024,776,1024,1024,0,-38,0,0,191.7,-17,0,97,3.833,3.833,3.864,0,0,0,8.556,89.96,60.873358903328,0,6,P-GPS,
27900,2024-03-30 02:26:41,-34.4415330131578,150.842432852673,0,,,60.873358903328,5.577428,0,2.22433406068,13.1638127572,11,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0,0,191.7, -0.9, -1.2,0,1,1024,656,1024,1024,0,-56,0,0,191.7,-17,0,97,3.833,3.833,3.864,0,0,0,8.556,89.96,60.873358903328,0,6,P-GPS,
28000,2024-03-30 02:26:41,-34.4415329716618,150.84243292898,0,,,60.873358903328,5.577428,0.223694,2.23501319488,13.1913061964,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0,191.6, -0.9, -2.5,0,1,1024,660,1024,1024,0,-55,0,0,191.7,-17,0,97,3.833,3.833,3.864,0,0,0,8.556,89.96,60.873358903328,0,6,P-GPS,
28100,2024-03-30 02:26:41,-34.4415329793937,150.842433058245,0,,,60.873358903328,5.577428,0.223694,2.26910768416,13.230315384,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0.223694,0,191.7, -0.8, -4.5,0,1,1024,660,1024,1024,0,-55,0,0,191.7,-17,0,97,3.833,3.833,3.864,0,0,0,8.556,89.96,60.873358903328,0,6,P-GPS,
28200,2024-03-30 02:26:41,-34.4415329931736,150.842433306883,0,,,60.873358903328,5.577428,0.447388,2.3349082112,13.305282578,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0.447388,0,191.7, -0.7, -5.2,0,1,1024,703,1024,1070,0,-49,0,7,191.7,-17,0,97,3.833,3.833,3.864,0,0,0,8.556,89.96,60.873358903328,0,6,P-GPS,
28300,2024-03-30 02:26:41,-34.4415330456257,150.842433667084,0,,,60.873358903328,5.577428,0.671082,2.43727370004,13.41535476,12,4,11.677,62.841862903328,1.968504,2.460634,3.01364182872,0,0.671082,0,191.5, -0.7, -4.7,0,1,1024,705,1024,1275,0,-48,0,38,192,-17,0,97,3.833,3.833,3.864,0,0,0,8.556,89.96,60.873358903328,0,6,P-GPS,
