time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2024-03-30 02:26:13,-34.4415295969917,150.842426729788,0,Available with any HD 360 subscription,Available with any HD 360 subscription,60.873358903328,0.656168,0,0,0,13,4,0,60.873358903328,0,0,0,0,0,0,126.7, 13.2, 4.9,0,0,364,1684,364,364,-100,100,-100,-100,121.8,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
100,2024-03-30 02:26:13,-34.4415295640711,150.842426752009,0,,,60.873358903328,0.656168,0,0.0137466539832,0.0137466539832,13,4,0,60.873358903328,0,0,0.0137466539832,0,0,0,127.1, 12.8, 5,0,0,364,1684,364,364,-100,100,-100,-100,122.2,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
200,2024-03-30 02:26:13,-34.4415295645401,150.842426853117,0,,,60.873358903328,0.656168,0,0.038952100984,0.04416994892,13,4,0,60.873358903328,0,0,0.038952100984,0,0,0,127.8, 12.5, 4.3,0,0,364,1684,364,364,-100,100,-100,-100,122.5,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
300,2024-03-30 02:26:13,-34.4415295181359,150.842426882642,0,,,60.873358903328,0.656168,0,0.054250001736,0.063289700188,13,4,0,60.873358903328,0,0,0.054250001736,0,0,0,127.2, 13, 4.7,0,0,364,1684,364,364,-100,100,-100,-100,122.6,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
400,2024-03-30 02:26:14,-34.4415295282421,150.84242698862,0,,,60.873358903328,0.656168,0,0.081820540676,0.095390094916,13,4,0,60.873358903328,0,0,0.081820540676,0,0,0,128.2, 12.2, 3.5,0,0,364,1684,364,364,-100,100,-100,-100,123.6,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
500,2024-03-30 02:26:14,-34.4415295015812,150.842427078464,0,,,60.873358903328,0.656168,0,0.110538389364,0.124120082712,13,4,0,60.873358903328,0,0,0.110538389364,0,0,-0.223694,125.9, 8.7, 0.5,0,0,364,1684,364,364,-100,100,-100,-100,122.3,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
600,2024-03-30 02:26:14,-34.4415295345995,150.84242731031,0,,,60.873358903328,0.656168,0,0.176151908524,0.194913392064,13,4,0,60.873358903328,0,0,0.176151908524,0,0,-0.223694,122.3, 3, -1.8,0,0,364,1684,364,364,-100,100,-100,-100,119.5,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
700,2024-03-30 02:26:14,-34.4415294903286,150.842427475099,0,,,60.873358903328,0.656168,0.223694,0.22760991542,0.247061687696,13,4,0,60.873358903328,0,0.223694,0.22760991542,0,-0.223694,0,123.1, 7.7, -3.7,0,0,508,1683,426,364,-78,100,-91,-100,119.8,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,"Setting new Return-To-Home altitude to 50m (164 ft). Data Recorder File Index is 118. Setting new Maximum Flight Altitude to 100m (328 ft)"
800,2024-03-30 02:26:14,-34.441529405249,150.842427576259,0,,,60.873358903328,0.656168,0.223694,0.264129601628,0.29053642662,13,4,0,60.873358903328,0,0.223694,0.264129601628,0,0,0.447388,125.1, 12.4, -0.3,0,0,508,1683,426,364,-78,100,-91,-100,120.9,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
900,2024-03-30 02:26:14,-34.4415293633751,150.842427511608,0,,,60.873358903328,0.328084,0.223694,0.250209325592,0.315271335548,13,4,0,60.873358903328,0,0.223694,0.264129601628,0,0,0,125.4, 13, 3.5,0,0,1024,1024,615,364,0,0,-62,-100,121,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
1000,2024-03-30 02:26:14,-34.4415294433285,150.842427496646,0,,,60.873358903328,0.656168,0,0.237455388176,0.34478675644,13,4,0,60.873358903328,0,0.223694,0.264129601628,0,0,0,124.5, 9.7, 4.5,0,0,1024,1024,1024,1009,0,0,0,-2,120.9,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,"Home Point Recorded. RTH Altitude:  50m."
1100,2024-03-30 02:26:14,-34.4415294425533,150.842427463982,0,,,60.873358903328,0.656168,0,0.227986555852,0.35461943392,13,4,0,60.873358903328,0,0.223694,0.264129601628,0,0,0,125.9, 8.2, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,123.3,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,41,Motors_Started,
1200,2024-03-30 02:26:14,-34.4415294360786,150.842427592943,0,,,60.873358903328,0.328084,0,0.266270021644,0.39349410708,13,4,0,60.873358903328,0,0.223694,0.266270021644,0,0,0,127.3, 7.5, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,123.7,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,6,P-GPS,
1300,2024-03-30 02:26:14,-34.4415293791906,150.842427668512,0,,,60.873358903328,0.328084,0,0.29342028498,0.42428150964,13,4,0,60.873358903328,0,0.223694,0.29342028498,0,0,0,126.4, 4.2, 0,0,0,1024,1024,1024,1024,0,0,0,0,123.7,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,6,P-GPS,
1400,2024-03-30 02:26:15,-34.4415293703807,150.842427809535,0,,,60.873358903328,0.656168,0,0.33524279288,0.46683728528,13,4,0,60.873358903328,0,0.223694,0.33524279288,0,0,-0.223694,127.6, 1.6, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,124.9,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,6,P-GPS,
1500,2024-03-30 02:26:15,-34.4415293185832,150.842427873994,0,,,60.873358903328,0.656168,0,0.3589567044,0.49391733864,13,4,0,60.873358903328,0,0.223694,0.3589567044,0,0,0,129.3, 3.6, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,126.3,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,6,P-GPS,
1600,2024-03-30 02:26:15,-34.4415292237882,150.842427904592,0,,,60.873358903328,0.656168,0,0.37880906724,0.5297080222,13,4,0,60.873358903328,0,0.223694,0.37880906724,0,0,0,130.3, 6.2, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,128.1,0,0,97,4.12,4.132,4.147,0,0,0,0,88.52,60.873358903328,0,6,P-GPS,
1700,2024-03-30 02:26:15,-34.4415291143926,150.842427914202,0,,,60.873358903328,0.328084,0,0.3975065744,0.56972442768,13,4,12.537,60.873358903328,0,0.223694,0.3975065744,0,0,0.223694,130, 6.6, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,128.6,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
1800,2024-03-30 02:26:15,-34.4415290468382,150.84242797579,0,,,60.873358903328,0.328084,0,0.4252624808,0.60056104284,13,4,12.537,60.873358903328,0,0.223694,0.4252624808,0,0,0,131.8, 5.4, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,129.6,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
1900,2024-03-30 02:26:15,-34.4415289667578,150.842427966114,0,,,60.873358903328,0.328084,0,0.43732941032,0.62992128,13,4,12.537,60.873358903328,0,0.223694,0.43732941032,0,0,0,132.5, 5.5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,130.5,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
2000,2024-03-30 02:26:15,-34.4415289128173,150.84242796467,0,,,60.873358903328,0.656168,0,0.44763124792,0.64960632,13,4,12.537,60.873358903328,0,0.223694,0.44763124792,0,0,0,131.6, 4.4, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,130.7,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
2100,2024-03-30 02:26:15,-34.4415288772423,150.842427966701,0,,,60.873358903328,0.656168,0,0.4554954214,0.66260172724,13,4,12.537,60.873358903328,0,0.223694,0.4554954214,0,0,0,132.1, 3.2, -3.1,0,0,1024,1024,1033,1024,0,0,1,0,130.9,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
2200,2024-03-30 02:26:15,-34.4415288665564,150.842427997288,0,,,60.873358903328,0.656168,0,0.46526576292,0.67259844672,13,4,12.537,60.873358903328,0,0.223694,0.46526576292,0,0,0,132.4, 2.7, -2.2,0,0,1024,1024,1096,1024,0,0,11,0,131.3,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
2300,2024-03-30 02:26:15,-34.4415288144299,150.842427956379,0,,,60.873358903328,0.656168,0,0.46662074984,0.69525264692,13,4,12.537,60.873358903328,0,0.223694,0.46662074984,0,0,0,133.2, 2.5, -0.5,0,0,1024,1024,1598,1113,0,0,87,13,131.6,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
2400,2024-03-30 02:26:16,-34.4415287588348,150.84242798556,0,,,60.873358903328,0.656168,0,0.48609253524,0.71735238516,13,4,12.537,60.873358903328,0,0.223694,0.48609253524,0,0,0,132.9, 2.6, -1.1,0,0,1024,1024,1609,1040,0,0,89,2,132.5,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
2500,2024-03-30 02:26:16,-34.4415286892873,150.842428005319,0,,,60.873358903328,0.656168,0,0.50692915008,0.74341537812,13,4,12.537,60.873358903328,0,0.223694,0.50692915008,0,0,0,133.1, 2.4, -0.7,0,0,1024,1024,1556,1070,0,0,81,7,132.5,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
2600,2024-03-30 02:26:16,-34.4415286086011,150.842428112305,0,,,60.873358903328,0.656168,0,0.55053479452,0.78703742676,13,4,12.537,60.873358903328,0,0.223694,0.55053479452,0,0,0,133.3, 1.6, -1,0,0,1024,1024,1684,1024,0,0,100,0,132.7,0,0,97,4.12,4.132,4.147,0,0,0,3.252,88.52,60.873358903328,0,6,P-GPS,
2700,2024-03-30 02:26:16,-34.4415285106274,150.842428201747,0,,,60.873358903328,0.656168,0,0.59436025524,0.83178152268,13,4,12.472,60.873358903328,0,0.223694,0.59436025524,0,0,-0.223694,133.1, 1.5, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
2800,2024-03-30 02:26:16,-34.4415284017171,150.842428333118,0,,,60.873358903328,0.656168,0,0.65032154312,0.88783139324,13,4,12.472,60.873358903328,0,0.223694,0.65032154312,0,0,-0.223694,132.7, 0.8, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
2900,2024-03-30 02:26:16,-34.441528273425,150.842428412257,0,,,60.873358903328,0.656168,0,0.69962600664,0.94034779912,13,4,12.472,60.873358903328,0,0.223694,0.69962600664,0,0,0,132.6, -0.8, -1,0,0,1024,1024,1120,1024,0,0,15,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
3000,2024-03-30 02:26:16,-34.4415281271484,150.842428548808,0,,,60.873358903328,0.656168,0,0.76626314788,1.00770016348,13,4,12.472,60.873358903328,0,0.223694,0.76626314788,0,0,0,132.8, -0.7, -0.7,0,0,1024,1024,1120,1024,0,0,15,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
3100,2024-03-30 02:26:16,-34.4415279846367,150.842428673514,0,,,60.873358903328,0.656168,0,0.82952430476,1.07182090044,13,4,12.472,60.873358903328,0,0.223694,0.82952430476,0,0,0,133.1, -0.3, 0,0,0,1024,1024,1684,1024,0,0,100,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
3200,2024-03-30 02:26:16,-34.4415278323121,150.842428876624,0,,,60.873358903328,0.656168,0,0.91203414992,1.15442588996,13,4,12.472,60.873358903328,0,0.223694,0.91203414992,0,0,0,133, -0.2, -0.5,0,0,1024,1024,1684,1024,0,0,100,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
3300,2024-03-30 02:26:16,-34.4415276908003,150.842429040562,0,,,60.873358903328,0.656168,0,0.98342194748,1.22583337256,13,4,12.472,60.873358903328,0,0.223694,0.98342194748,0,0,0,133.1, -0.3, -0.7,0,0,1024,1024,1597,1024,0,0,87,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
3400,2024-03-30 02:26:17,-34.4415275421625,150.842429259439,0,,,60.873358903328,0.656168,0,1.06836617592,1.31114505508,12,4,12.472,60.873358903328,0,0.223694,1.06836617592,0,0,-0.223694,133.1, -0.7, -0.5,0,0,1024,1024,1684,1041,0,0,100,3,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
3500,2024-03-30 02:26:17,-34.4415274019893,150.842429439155,0,,,60.873358903328,0.656168,0,1.1427821888,1.38557419132,12,4,12.472,60.873358903328,0,0.223694,1.1427821888,0,0,-0.223694,132.9, -0.3, 0,0,0,1024,1024,1684,1041,0,0,100,3,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
3600,2024-03-30 02:26:17,-34.4415272490556,150.842429710558,0,,,60.873358903328,0.656168,0,1.24026250688,1.48447839396,12,4,12.472,60.873358903328,0,0.223694,1.24026250688,0,0,-0.447388,132.8, -0.1, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,60.873358903328,0,6,P-GPS,
3700,2024-03-30 02:26:17,-34.4415270938779,150.842429965945,0.328084,,,61.201442903328,0.656168,0.223694,1.33499348104,1.57992787208,12,4,12.021,61.201442903328,0.328084,0.223694,1.33499348104,0,0.223694,-0.894776,132.7, -0.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,61.201442903328,0.328084,6,P-GPS,
3800,2024-03-30 02:26:17,-34.4415269390519,150.842430228043,0.328084,,,61.201442903328,0.984252,0.223694,1.43121395656,1.6769357492,12,4,12.021,61.201442903328,0.328084,0.223694,1.43121395656,0,0.223694,-1.565858,132.6, 0, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,61.201442903328,0.328084,6,P-GPS,
3900,2024-03-30 02:26:17,-34.4415267891602,150.842430408128,0.656168,,,61.529526903328,1.312336,0.223694,1.50812668868,1.7539206598,12,4,12.021,61.529526903328,0.656168,0.223694,1.50812668868,0,0.223694,-2.013246,132.6, 0.1, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,61.529526903328,0.656168,6,P-GPS,
4000,2024-03-30 02:26:17,-34.4415266438997,150.842430582165,0.984252,,,61.857610903328,1.64042,0,1.58255910576,1.82842525536,12,4,12.021,61.857610903328,0.984252,0.223694,1.58255910576,0,0,-2.013246,132.5, 0, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,61.857610903328,0.984252,6,P-GPS,
4100,2024-03-30 02:26:17,-34.4415265059705,150.842430706605,1.312336,,,62.185694903328,1.968504,0,1.64428482952,1.89115163532,12,4,12.021,62.185694903328,1.312336,0.223694,1.64428482952,0,0,-1.789552,132.6, -0.1, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,62.185694903328,1.312336,6,P-GPS,
4200,2024-03-30 02:26:17,-34.4415264348564,150.842430857126,1.64042,,,62.513778903328,1.968504,0,1.69508535608,1.94334651888,12,4,12.021,62.513778903328,1.64042,0.223694,1.69508535608,0,0,-1.342164,132.5, 0.1, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,62.513778903328,1.64042,6,P-GPS,
4300,2024-03-30 02:26:17,-34.4415264066647,150.842430988551,1.64042,,,62.513778903328,2.296588,0,1.73116475356,1.98420938108,12,4,12.021,62.513778903328,1.64042,0.223694,1.73116475356,0,0,-0.894776,132.6, 0.5, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,62.513778903328,1.64042,6,P-GPS,
4400,2024-03-30 02:26:18,-34.4415263847524,150.842431190067,1.968504,,,62.841862903328,0,0,1.78176514888,2.04536751952,12,4,12.021,62.841862903328,1.968504,0.223694,1.78176514888,0,0,-0.447388,132.6, 0.7, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,62.841862903328,1.968504,6,P-GPS,
4500,2024-03-30 02:26:18,-34.4415263129608,150.84243137473,1.968504,,,62.841862903328,6.233596,0,1.84092197492,2.10679468684,12,4,12.021,62.841862903328,1.968504,0.223694,1.84092197492,0,0,0,132.6, 0.7, 1,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,62.841862903328,1.968504,6,P-GPS,
4600,2024-03-30 02:26:18,-34.4415261993378,150.842431575695,1.968504,,,62.841862903328,6.233596,0,1.9138288014,2.18011161832,13,4,12.021,62.841862903328,1.968504,0.223694,1.9138288014,0,0,0,132.7, 0.3, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,4.154,4.154,4.159,0,0,0,2.204,88.52,62.841862903328,1.968504,6,P-GPS,
4700,2024-03-30 02:26:18,-34.4415260389425,150.842431690155,1.968504,,,62.841862903328,6.233596,0,1.97809717616,2.24801188296,13,4,12.107,62.841862903328,1.968504,0.223694,1.97809717616,0,0,0,132.5, 0, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.841862903328,1.968504,6,P-GPS,
4800,2024-03-30 02:26:18,-34.4415258693108,150.842431793406,1.968504,,,62.841862903328,6.233596,0,2.0423229,2.31726385368,13,4,12.107,62.841862903328,1.968504,0.223694,2.0423229,0,0,0,132.5, -0.3, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.841862903328,1.968504,6,P-GPS,
4900,2024-03-30 02:26:18,-34.4415257207283,150.84243182934,1.64042,,,62.513778903328,6.233596,0,2.08675531612,2.372539446,13,4,12.107,62.841862903328,1.968504,0.223694,2.08675531612,0,0,0,132.4, -0.5, 1,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.513778903328,1.64042,6,P-GPS,
5000,2024-03-30 02:26:18,-34.4415255657688,150.842431872162,1.64042,,,62.513778903328,6.233596,0,2.13479993708,2.430528293,14,4,12.107,62.841862903328,1.968504,0.223694,2.13479993708,0,0,0,132.5, -0.7, 1,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.513778903328,1.64042,6,P-GPS,
5100,2024-03-30 02:26:18,-34.4415254202608,150.842431904671,1.64042,,,62.513778903328,5.905512,0,2.17869429544,2.48450795352,14,4,12.107,62.841862903328,1.968504,0.223694,2.17869429544,0,0,0,132.5, -0.8, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.513778903328,1.64042,6,P-GPS,
5200,2024-03-30 02:26:18,-34.4415252920534,150.842431967455,1.64042,,,62.513778903328,5.905512,0,2.22500663288,2.5349574302,14,4,12.107,62.841862903328,1.968504,0.223694,2.22500663288,0,0,0,132.6, -0.9, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.513778903328,1.64042,6,P-GPS,
5300,2024-03-30 02:26:18,-34.4415251913896,150.842432040867,1.64042,,,62.513778903328,5.905512,0,2.2666011224,2.57781504312,14,4,12.107,62.841862903328,1.968504,0.223694,2.2666011224,0,0,0,132.5, -1, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.513778903328,1.64042,6,P-GPS,
5400,2024-03-30 02:26:19,-34.4415251251998,150.842432165691,1.64042,,,62.513778903328,5.905512,0,2.31022973272,2.62246727552,14,4,12.107,62.841862903328,1.968504,0.223694,2.31022973272,0,0,0,132.6, -1, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.513778903328,1.64042,6,P-GPS,
5500,2024-03-30 02:26:19,-34.4415250862084,150.842432290845,1.64042,,,62.513778903328,5.905512,0,2.34699482576,2.66272318232,14,4,12.107,62.841862903328,1.968504,0.223694,2.34699482576,0,0,0,132.6, -1, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.513778903328,1.64042,6,P-GPS,
5600,2024-03-30 02:26:19,-34.4415250981383,150.842432444989,1.64042,,,62.513778903328,5.905512,0,2.37727697896,2.70930782948,13,4,12.107,62.841862903328,1.968504,0.223694,2.37727697896,0,0,0,132.7, -0.9, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.882,3.899,3.946,0,0,0,8.088,88.52,62.513778903328,1.64042,6,P-GPS,
5700,2024-03-30 02:26:19,-34.441525130121,150.842432558295,1.64042,,,62.513778903328,5.905512,0,2.3940945648,2.7453412952,13,4,11.87,62.841862903328,1.968504,0.223694,2.3940945648,0,0,0,132.5, -0.8, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
5800,2024-03-30 02:26:19,-34.441525260504,150.842432734043,1.64042,,,62.513778903328,5.905512,0,2.40149613984,2.8164699064,13,4,11.87,62.841862903328,1.968504,0.223694,2.40149613984,0,0,0,132.6, -0.6, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
5900,2024-03-30 02:26:19,-34.4415254067676,150.842432896217,1.64042,,,62.513778903328,5.905512,0,2.4041339352,2.88878290084,13,4,11.87,62.841862903328,1.968504,0.223694,2.4041339352,0,0,0,132.5, -0.6, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6000,2024-03-30 02:26:19,-34.4415255766273,150.842433106235,1.64042,,,62.513778903328,5.905512,0,2.41510178332,2.97729012152,13,4,11.87,62.841862903328,1.968504,0.223694,2.41510178332,0,0,0,132.7, -0.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6100,2024-03-30 02:26:19,-34.4415256818215,150.842433282978,1.64042,,,62.513778903328,6.233596,0,2.43484915928,3.04287411312,13,4,11.87,62.841862903328,1.968504,0.223694,2.43484915928,0,0,0,132.6, -0.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6200,2024-03-30 02:26:19,-34.4415257876671,150.842433489788,1.64042,,,62.513778903328,6.233596,0,2.4635171392,3.11611230444,13,4,11.87,62.841862903328,1.968504,0.223694,2.4635171392,0,0,0,132.7, -0.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6300,2024-03-30 02:26:19,-34.4415258565698,150.84243365024,1.64042,,,62.513778903328,6.233596,0,2.48966215316,3.17054472088,13,4,11.87,62.841862903328,1.968504,0.223694,2.48966215316,0,0,0,132.6, -0.5, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6400,2024-03-30 02:26:20,-34.4415258815274,150.842433814432,1.64042,,,62.513778903328,6.233596,0,2.52622711496,3.22078094296,13,4,11.87,62.841862903328,1.968504,0.223694,2.52622711496,0,0,0,132.7, -0.6, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6500,2024-03-30 02:26:20,-34.4415258699654,150.842433940074,1.64042,,,62.513778903328,6.233596,0,2.56044627616,3.25881900192,13,4,11.87,62.841862903328,1.968504,0.223694,2.56044627616,0,0,0,132.6, -0.6, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6600,2024-03-30 02:26:20,-34.4415258380447,150.842434064244,1.64042,,,62.513778903328,6.233596,0,2.5983104506,3.2979659848,14,4,11.87,62.841862903328,1.968504,0.223694,2.5983104506,0,0,0,132.7, -0.6, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6700,2024-03-30 02:26:20,-34.4415258361557,150.842434162773,1.64042,,,62.513778903328,6.233596,0,2.62389772176,3.3276247784,14,4,11.87,62.841862903328,1.968504,0.223694,2.62389772176,0,0,0,132.5, -0.6, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.296,88.52,62.513778903328,1.64042,6,P-GPS,
6800,2024-03-30 02:26:20,-34.4415258349734,150.842434256015,1.64042,,,62.513778903328,6.233596,0,2.64807423172,3.3556759604,14,4,11.806,62.841862903328,1.968504,0.223694,2.64807423172,0,0,0,132.6, -0.7, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,132.7,0,0,97,3.92,3.921,3.948,0,0,0,8.286,88.52,62.513778903328,1.64042,6,P-GPS,
